,company,degree,betweenness,closeness,eigenvector
167,scaled risk,0.05357142857142857,0.0,5.70675894856952,0.043065725604368325
168,science computing,0.02232142857142857,0.0,3.41119121328982,0.02511223608707896
169,scurrilous,0.05803571428571428,0.0,3.7455427608405185,0.04944376419876182
170,sears,0.017857142857142856,0.0,5.637340989394349,0.004326331362636368
171,self,0.1875,0.013332799487508009,5.947762665013374,0.11683551655839035
172,sematext,0.02232142857142857,0.0,2.4062588630728676,0.026639754155860493
173,sequenceiq,0.05357142857142857,0.0,6.210281935616186,0.031553063568671075
174,sina,0.013392857142857142,0.0,2.469736913986441,0.010195448770746825
175,sky betting and gaming,0.026785714285714284,0.0,4.610811847660121,0.03144616995679859
176,sony,0.017857142857142856,0.0,2.840241429608238,0.014299142593142238
177,sportingindex,0.017857142857142856,0.0,2.739434395314365,0.028716787738400643
178,spotify,0.017857142857142856,0.0,2.507802540613426,0.02600022044638264
179,stevearm,0.013392857142857142,0.0,2.0366335925817904,0.023597778812132465
180,storiant,0.017857142857142856,0.0,4.16802421245914,0.04146083936453882
181,sum,0.05803571428571428,0.00243567157804826,6.116605423169934,0.04219408008613949
182,sungard,0.03125,0.0,5.3324885548745735,0.01762513685252784
183,suse,0.017857142857142856,0.0,2.409281246849878,0.02110093171957693
184,sygnali,0.026785714285714284,0.0,4.511027236000972,0.02027280315488379
185,syncsort,0.11160714285714285,0.0024023062139654065,5.993330961158138,0.0711775283397268
186,t-online,0.013392857142857142,0.0,3.2766636094971724,0.006585847562747649
187,talend,0.03571428571428571,0.0,3.898822852286879,0.06099180900681316
188,target,0.02232142857142857,0.0,2.718387128756194,0.04960860546670209
189,tata,0.08482142857142856,0.009929532351057015,4.728598133701826,0.09206970115606634
190,tencent,0.125,0.05905669442664958,6.550677332655228,0.08673498501238894
191,teradata,0.04464285714285714,0.0,5.063329436380073,0.07365646497182782
192,think big,0.02232142857142857,0.0,6.0289554713897635,0.006360229424861579
193,thomsonreuters,0.008928571428571428,0.0,0.0,2.9252929522175045e-19
194,thoughtworks,0.11160714285714285,0.021220371556694425,6.337637421213558,0.08847778488205854
195,tomtom,0.017857142857142856,0.0,4.551241911591754,0.021773918676605507
196,trend micro,0.03125,0.0,4.5554817066693385,0.025676115153754998
197,tripadvisor,0.013392857142857142,0.0,1.3551704126970314,0.04230346855104299
198,twitter,0.26785714285714285,0.02242152466367713,5.633081734175917,0.15672811020715177
199,ucsc.edu,0.040178571428571425,0.0,5.218899235023825,0.04282831380521293
200,undefined,0.2901785714285714,0.06702434336963485,6.115239245365083,0.10764631788418287
201,undertile,0.02232142857142857,0.0,1.5513411445648646,0.08130970554423389
202,unisys,0.017857142857142856,0.0,1.5128448701214738,0.055475795056564685
203,upsight,0.02232142857142857,0.0,5.360027595495812,0.007640107076307786
204,utexas.edu,0.017857142857142856,0.0,3.8559726357200557,0.010045535872431809
205,valtech,0.02232142857142857,0.0,3.1897994508906113,0.03987663169541388
206,verisign,0.040178571428571425,0.0,5.740522099685863,0.03738568547323174
207,viadeoteam,0.02232142857142857,0.0,2.3163120003471263,0.06272533393862384
208,vic,0.03571428571428571,0.0,4.464965891921938,0.017524064602788724
209,visual dna,0.02232142857142857,0.0,5.303808950826515,0.02085773104645733
210,vmware,0.07589285714285714,0.006187606769165064,6.24091363819443,0.050009123430102415
211,walmart,0.02232142857142857,0.0,1.7028340918500582,0.08355894065022859
212,walt disney,0.049107142857142856,0.06249999999999999,6.490121864155903,0.027195592056574184
213,wandisco,0.25,0.0701873798846893,6.303402301360528,0.11316592971389315
214,wibidata,0.026785714285714284,0.0,4.507229149988359,0.05224239584654077
215,winbond,0.013392857142857142,0.0,2.0361837334894455,0.022049613158442262
216,wipro,0.02232142857142857,0.0,3.9685551714749896,0.036082514594024895
217,woopi,0.03125,0.0,4.216837141456755,0.044344582203239453
218,workday,0.03125,0.19422645739910313,6.916600573273907,0.002555667454625926
219,xebia,0.04464285714285714,0.0,4.646910274736687,0.03336016521058577
220,xiaomi,0.13392857142857142,0.011771300448430493,5.9240762791500075,0.08033767778951018
221,yahoo,0.5714285714285714,0.213561018577835,6.865878951657861,0.22542665763330919
222,yandex,0.04464285714285714,0.0,4.030160315940026,0.0513929341740368
223,zinnia,0.05357142857142857,0.0,4.567098542189211,0.05522719345245702
224,zte,0.02232142857142857,0.0,1.5652888661613522,0.09272118328880366
