,organization,organizationId,issueId,totNbrOfComments,nbrOfComments
23957,hortonworks,12.0,16870.0,8.0,5.0
23958,hortonworks,12.0,16871.0,13.0,3.0
23959,hortonworks,12.0,16872.0,18.0,2.0
23960,hortonworks,12.0,16873.0,10.0,2.0
23961,hortonworks,12.0,16877.0,27.0,2.0
23962,hortonworks,12.0,16879.0,5.0,2.0
23963,hortonworks,12.0,16882.0,19.0,7.0
23964,hortonworks,12.0,16883.0,9.0,2.0
23965,hortonworks,12.0,16884.0,19.0,10.0
23966,hortonworks,12.0,16885.0,15.0,4.0
23967,hortonworks,12.0,16886.0,4.0,4.0
23968,hortonworks,12.0,16887.0,12.0,2.0
23969,hortonworks,12.0,16888.0,14.0,1.0
23970,hortonworks,12.0,16889.0,15.0,7.0
23971,hortonworks,12.0,16890.0,11.0,8.0
23972,hortonworks,12.0,16891.0,11.0,5.0
23973,hortonworks,12.0,16892.0,10.0,5.0
23974,hortonworks,12.0,16893.0,8.0,5.0
23975,hortonworks,12.0,16896.0,23.0,4.0
23976,hortonworks,12.0,16900.0,11.0,1.0
23977,hortonworks,12.0,16903.0,25.0,13.0
23978,hortonworks,12.0,16904.0,10.0,1.0
23979,hortonworks,12.0,16905.0,12.0,3.0
23980,hortonworks,12.0,16907.0,11.0,3.0
23981,hortonworks,12.0,16909.0,7.0,3.0
23982,hortonworks,12.0,16912.0,2.0,1.0
23983,hortonworks,12.0,16913.0,9.0,3.0
23984,hortonworks,12.0,16915.0,19.0,1.0
23985,hortonworks,12.0,16916.0,10.0,2.0
23986,hortonworks,12.0,16917.0,14.0,10.0
23987,hortonworks,12.0,16918.0,17.0,4.0
23988,hortonworks,12.0,16919.0,5.0,1.0
23989,hortonworks,12.0,16921.0,10.0,3.0
23990,hortonworks,12.0,16922.0,4.0,1.0
23991,hortonworks,12.0,16925.0,14.0,2.0
23992,hortonworks,12.0,16926.0,9.0,2.0
23993,hortonworks,12.0,16928.0,10.0,7.0
23994,hortonworks,12.0,16929.0,13.0,4.0
23995,hortonworks,12.0,16932.0,53.0,3.0
23996,hortonworks,12.0,16933.0,11.0,8.0
23997,hortonworks,12.0,16934.0,15.0,3.0
23998,hortonworks,12.0,16935.0,25.0,6.0
23999,hortonworks,12.0,16937.0,17.0,7.0
24000,hortonworks,12.0,16940.0,10.0,3.0
24001,hortonworks,12.0,16941.0,48.0,2.0
24002,hortonworks,12.0,16942.0,14.0,5.0
24003,hortonworks,12.0,16946.0,25.0,15.0
24004,hortonworks,12.0,16947.0,86.0,9.0
24005,hortonworks,12.0,16948.0,14.0,1.0
24006,hortonworks,12.0,16949.0,2.0,2.0
24007,hortonworks,12.0,16950.0,21.0,11.0
24008,hortonworks,12.0,16951.0,3.0,1.0
24009,hortonworks,12.0,16952.0,14.0,7.0
24010,hortonworks,12.0,16953.0,18.0,4.0
24011,hortonworks,12.0,16954.0,6.0,3.0
24012,hortonworks,12.0,16957.0,4.0,1.0
24013,hortonworks,12.0,16959.0,8.0,1.0
24014,hortonworks,12.0,16960.0,9.0,2.0
24015,hortonworks,12.0,16961.0,8.0,2.0
24016,hortonworks,12.0,16962.0,4.0,3.0
24017,hortonworks,12.0,16963.0,10.0,2.0
24018,hortonworks,12.0,16966.0,4.0,2.0
24019,hortonworks,12.0,16967.0,14.0,3.0
24020,hortonworks,12.0,16968.0,30.0,12.0
24021,hortonworks,12.0,16969.0,8.0,6.0
24022,hortonworks,12.0,16971.0,1.0,1.0
24023,hortonworks,12.0,16973.0,7.0,3.0
24024,hortonworks,12.0,16974.0,4.0,1.0
24025,hortonworks,12.0,16975.0,3.0,1.0
24026,hortonworks,12.0,16977.0,7.0,1.0
24027,hortonworks,12.0,16978.0,10.0,8.0
24028,hortonworks,12.0,16979.0,6.0,1.0
24029,hortonworks,12.0,16983.0,31.0,13.0
24030,hortonworks,12.0,16984.0,2.0,1.0
24031,hortonworks,12.0,16986.0,12.0,2.0
24032,hortonworks,12.0,16991.0,21.0,2.0
24033,hortonworks,12.0,16992.0,5.0,3.0
24034,hortonworks,12.0,16994.0,5.0,1.0
24035,hortonworks,12.0,16995.0,11.0,1.0
24036,hortonworks,12.0,16997.0,17.0,1.0
24037,hortonworks,12.0,17000.0,5.0,1.0
24038,hortonworks,12.0,17002.0,10.0,2.0
24039,hortonworks,12.0,17004.0,1.0,1.0
24040,hortonworks,12.0,17005.0,11.0,6.0
24041,hortonworks,12.0,17008.0,16.0,2.0
24042,hortonworks,12.0,17010.0,20.0,9.0
24043,hortonworks,12.0,17011.0,13.0,7.0
24044,hortonworks,12.0,17012.0,3.0,2.0
24045,hortonworks,12.0,17013.0,14.0,1.0
24046,hortonworks,12.0,17014.0,19.0,2.0
24047,hortonworks,12.0,17015.0,9.0,1.0
24048,hortonworks,12.0,17016.0,22.0,1.0
24049,hortonworks,12.0,17017.0,10.0,6.0
24050,hortonworks,12.0,17019.0,1.0,1.0
24051,hortonworks,12.0,17020.0,9.0,1.0
24052,hortonworks,12.0,17023.0,7.0,1.0
24053,hortonworks,12.0,17027.0,11.0,5.0
24054,hortonworks,12.0,17028.0,9.0,3.0
24055,hortonworks,12.0,17029.0,8.0,3.0
24056,hortonworks,12.0,17030.0,1.0,1.0
24057,hortonworks,12.0,17031.0,12.0,1.0
24058,hortonworks,12.0,17034.0,11.0,5.0
24059,hortonworks,12.0,17035.0,10.0,4.0
24060,hortonworks,12.0,17036.0,41.0,1.0
24061,hortonworks,12.0,17038.0,12.0,1.0
24062,hortonworks,12.0,17039.0,8.0,2.0
24063,hortonworks,12.0,17041.0,20.0,2.0
24064,hortonworks,12.0,17044.0,7.0,2.0
24065,hortonworks,12.0,17045.0,34.0,5.0
24066,hortonworks,12.0,17046.0,11.0,1.0
24067,hortonworks,12.0,17047.0,9.0,3.0
24068,hortonworks,12.0,17048.0,10.0,3.0
24069,hortonworks,12.0,17049.0,11.0,1.0
24070,hortonworks,12.0,17050.0,12.0,5.0
24071,hortonworks,12.0,17051.0,31.0,1.0
24072,hortonworks,12.0,17054.0,16.0,2.0
24073,hortonworks,12.0,17057.0,14.0,8.0
24074,hortonworks,12.0,17058.0,9.0,1.0
24075,hortonworks,12.0,17059.0,10.0,1.0
24076,hortonworks,12.0,17061.0,40.0,3.0
24077,hortonworks,12.0,17062.0,25.0,10.0
24078,hortonworks,12.0,17063.0,19.0,11.0
24079,hortonworks,12.0,17065.0,13.0,5.0
24080,hortonworks,12.0,17066.0,8.0,1.0
24081,hortonworks,12.0,17071.0,83.0,12.0
24082,hortonworks,12.0,17073.0,10.0,1.0
24083,hortonworks,12.0,17074.0,5.0,2.0
24084,hortonworks,12.0,17075.0,1.0,1.0
24085,hortonworks,12.0,17079.0,37.0,1.0
24086,hortonworks,12.0,17081.0,13.0,5.0
24087,hortonworks,12.0,17084.0,19.0,9.0
24088,hortonworks,12.0,17087.0,12.0,6.0
24089,hortonworks,12.0,17090.0,28.0,5.0
24090,hortonworks,12.0,17091.0,13.0,7.0
24091,hortonworks,12.0,17092.0,10.0,1.0
24092,hortonworks,12.0,17094.0,10.0,1.0
24093,hortonworks,12.0,17095.0,23.0,9.0
24094,hortonworks,12.0,17097.0,32.0,4.0
24095,hortonworks,12.0,17098.0,2.0,1.0
24096,hortonworks,12.0,17101.0,9.0,2.0
24097,hortonworks,12.0,17102.0,17.0,7.0
24098,hortonworks,12.0,17104.0,3.0,3.0
24099,hortonworks,12.0,17106.0,1.0,1.0
24100,hortonworks,12.0,17109.0,3.0,1.0
24101,hortonworks,12.0,17112.0,18.0,1.0
24102,hortonworks,12.0,17114.0,10.0,1.0
24103,hortonworks,12.0,17118.0,19.0,1.0
24104,hortonworks,12.0,17120.0,8.0,1.0
24105,hortonworks,12.0,17121.0,5.0,1.0
24106,hortonworks,12.0,17122.0,24.0,12.0
24107,hortonworks,12.0,17123.0,13.0,4.0
24108,hortonworks,12.0,17128.0,53.0,2.0
24109,hortonworks,12.0,17129.0,20.0,2.0
24110,hortonworks,12.0,17130.0,9.0,3.0
24111,hortonworks,12.0,17131.0,9.0,1.0
24112,hortonworks,12.0,17135.0,4.0,1.0
24113,hortonworks,12.0,17136.0,4.0,2.0
24114,hortonworks,12.0,17141.0,8.0,2.0
24115,hortonworks,12.0,17151.0,8.0,1.0
24116,hortonworks,12.0,17154.0,17.0,2.0
24117,hortonworks,12.0,17155.0,10.0,2.0
24118,hortonworks,12.0,17156.0,2.0,1.0
24119,hortonworks,12.0,17164.0,4.0,1.0
24120,hortonworks,12.0,17165.0,29.0,1.0
24121,hortonworks,12.0,17179.0,38.0,2.0
24122,hortonworks,12.0,17183.0,13.0,1.0
24123,hortonworks,12.0,17189.0,25.0,5.0
24124,hortonworks,12.0,17190.0,13.0,2.0
24125,hortonworks,12.0,17191.0,3.0,2.0
24126,hortonworks,12.0,17192.0,3.0,1.0
24127,hortonworks,12.0,17194.0,1.0,1.0
24128,hortonworks,12.0,17196.0,8.0,2.0
24129,hortonworks,12.0,17197.0,26.0,9.0
24130,hortonworks,12.0,17198.0,4.0,2.0
24131,hortonworks,12.0,17199.0,6.0,2.0
24132,hortonworks,12.0,17202.0,29.0,1.0
24133,hortonworks,12.0,17203.0,12.0,3.0
24134,hortonworks,12.0,17206.0,17.0,7.0
24135,hortonworks,12.0,17207.0,20.0,2.0
24136,hortonworks,12.0,17208.0,13.0,5.0
24137,hortonworks,12.0,17210.0,62.0,4.0
24138,hortonworks,12.0,17213.0,13.0,4.0
24139,hortonworks,12.0,17218.0,7.0,2.0
24140,hortonworks,12.0,17221.0,10.0,3.0
24141,hortonworks,12.0,17223.0,33.0,5.0
24142,hortonworks,12.0,17227.0,7.0,1.0
24143,hortonworks,12.0,17238.0,11.0,6.0
24144,hortonworks,12.0,17240.0,8.0,1.0
24145,hortonworks,12.0,17242.0,13.0,2.0
24146,hortonworks,12.0,17243.0,18.0,4.0
24147,hortonworks,12.0,17246.0,2.0,1.0
24148,hortonworks,12.0,17248.0,10.0,1.0
24149,hortonworks,12.0,17249.0,3.0,1.0
24150,hortonworks,12.0,17250.0,11.0,8.0
24151,hortonworks,12.0,17253.0,20.0,2.0
24152,hortonworks,12.0,17258.0,135.0,5.0
24153,hortonworks,12.0,17263.0,10.0,2.0
24154,hortonworks,12.0,17265.0,8.0,2.0
24155,hortonworks,12.0,17268.0,9.0,3.0
24156,hortonworks,12.0,17272.0,7.0,1.0
24157,hortonworks,12.0,17275.0,45.0,3.0
24158,hortonworks,12.0,17279.0,12.0,3.0
24159,hortonworks,12.0,17280.0,8.0,2.0
24160,hortonworks,12.0,17281.0,11.0,1.0
24161,hortonworks,12.0,17282.0,16.0,1.0
24162,hortonworks,12.0,17284.0,6.0,4.0
24163,hortonworks,12.0,17287.0,19.0,8.0
24164,hortonworks,12.0,17288.0,21.0,7.0
24165,hortonworks,12.0,17289.0,25.0,14.0
24166,hortonworks,12.0,17290.0,3.0,2.0
24167,hortonworks,12.0,17291.0,68.0,8.0
24168,hortonworks,12.0,17292.0,2.0,1.0
24169,hortonworks,12.0,17293.0,11.0,3.0
24170,hortonworks,12.0,17294.0,38.0,7.0
24171,hortonworks,12.0,17295.0,18.0,8.0
24172,hortonworks,12.0,17298.0,5.0,1.0
24173,hortonworks,12.0,17301.0,16.0,10.0
24174,hortonworks,12.0,17302.0,12.0,1.0
24175,hortonworks,12.0,17307.0,22.0,4.0
24176,hortonworks,12.0,17308.0,4.0,1.0
24177,hortonworks,12.0,17309.0,4.0,2.0
24178,hortonworks,12.0,17310.0,17.0,9.0
24179,hortonworks,12.0,17312.0,10.0,5.0
24180,hortonworks,12.0,17313.0,13.0,2.0
24181,hortonworks,12.0,17314.0,10.0,4.0
24182,hortonworks,12.0,17315.0,8.0,3.0
24183,hortonworks,12.0,17317.0,15.0,3.0
24184,hortonworks,12.0,17318.0,9.0,3.0
24185,hortonworks,12.0,17319.0,8.0,2.0
24186,hortonworks,12.0,17320.0,9.0,2.0
24187,hortonworks,12.0,17322.0,21.0,9.0
24188,hortonworks,12.0,17323.0,15.0,4.0
24189,hortonworks,12.0,17324.0,11.0,2.0
24190,hortonworks,12.0,17329.0,1.0,1.0
24191,hortonworks,12.0,17331.0,12.0,1.0
24192,hortonworks,12.0,17332.0,4.0,1.0
24193,hortonworks,12.0,17333.0,13.0,7.0
24194,hortonworks,12.0,17335.0,12.0,1.0
24195,hortonworks,12.0,17338.0,15.0,2.0
24196,hortonworks,12.0,17340.0,32.0,1.0
24197,hortonworks,12.0,17342.0,5.0,3.0
24198,hortonworks,12.0,17343.0,12.0,1.0
24199,hortonworks,12.0,17344.0,8.0,2.0
24200,hortonworks,12.0,17345.0,12.0,1.0
24201,hortonworks,12.0,17347.0,14.0,10.0
24202,hortonworks,12.0,17349.0,11.0,7.0
24203,hortonworks,12.0,17350.0,12.0,2.0
24204,hortonworks,12.0,17353.0,29.0,1.0
24205,hortonworks,12.0,17357.0,98.0,12.0
24206,hortonworks,12.0,17358.0,12.0,2.0
24207,hortonworks,12.0,17360.0,17.0,2.0
24208,hortonworks,12.0,17361.0,50.0,23.0
24209,hortonworks,12.0,17362.0,11.0,5.0
24210,hortonworks,12.0,17365.0,3.0,1.0
24211,hortonworks,12.0,17367.0,5.0,2.0
24212,hortonworks,12.0,17372.0,13.0,4.0
24213,hortonworks,12.0,17374.0,7.0,2.0
24214,hortonworks,12.0,17375.0,127.0,31.0
24215,hortonworks,12.0,17376.0,14.0,5.0
24216,hortonworks,12.0,17378.0,48.0,20.0
24217,hortonworks,12.0,17380.0,25.0,20.0
24218,hortonworks,12.0,17382.0,6.0,3.0
24219,hortonworks,12.0,17384.0,16.0,2.0
24220,hortonworks,12.0,17386.0,12.0,9.0
24221,hortonworks,12.0,17388.0,4.0,1.0
24222,hortonworks,12.0,17390.0,78.0,7.0
24223,hortonworks,12.0,17391.0,28.0,6.0
24224,hortonworks,12.0,17392.0,2.0,1.0
24225,hortonworks,12.0,17396.0,15.0,5.0
24226,hortonworks,12.0,17397.0,8.0,2.0
24227,hortonworks,12.0,17398.0,2.0,2.0
24228,hortonworks,12.0,17399.0,5.0,3.0
24229,hortonworks,12.0,17402.0,13.0,3.0
24230,hortonworks,12.0,17403.0,3.0,1.0
24231,hortonworks,12.0,17405.0,18.0,3.0
24232,hortonworks,12.0,17406.0,16.0,1.0
24233,hortonworks,12.0,17407.0,8.0,1.0
24234,hortonworks,12.0,17409.0,8.0,2.0
24235,hortonworks,12.0,17411.0,69.0,4.0
24236,hortonworks,12.0,17412.0,38.0,22.0
24237,hortonworks,12.0,17413.0,34.0,8.0
24238,hortonworks,12.0,17414.0,64.0,15.0
24239,hortonworks,12.0,17416.0,3.0,3.0
24240,hortonworks,12.0,17418.0,11.0,4.0
24241,hortonworks,12.0,17419.0,6.0,1.0
24242,hortonworks,12.0,17420.0,35.0,7.0
24243,hortonworks,12.0,17421.0,12.0,7.0
24244,hortonworks,12.0,17422.0,16.0,4.0
24245,hortonworks,12.0,17423.0,16.0,8.0
24246,hortonworks,12.0,17425.0,6.0,1.0
24247,hortonworks,12.0,17426.0,40.0,35.0
24248,hortonworks,12.0,17432.0,3.0,1.0
24249,hortonworks,12.0,17433.0,14.0,8.0
24250,hortonworks,12.0,17438.0,18.0,1.0
24251,hortonworks,12.0,17439.0,74.0,23.0
24252,hortonworks,12.0,17440.0,17.0,1.0
24253,hortonworks,12.0,17441.0,15.0,1.0
24254,hortonworks,12.0,17442.0,2.0,1.0
24255,hortonworks,12.0,17443.0,6.0,4.0
24256,hortonworks,12.0,17446.0,17.0,2.0
24257,hortonworks,12.0,17448.0,20.0,5.0
24258,hortonworks,12.0,17449.0,28.0,1.0
24259,hortonworks,12.0,17460.0,44.0,2.0
24260,hortonworks,12.0,17462.0,9.0,5.0
24261,hortonworks,12.0,17468.0,15.0,3.0
24262,hortonworks,12.0,17469.0,5.0,1.0
24263,hortonworks,12.0,17471.0,28.0,1.0
24264,hortonworks,12.0,17474.0,18.0,1.0
24265,hortonworks,12.0,17475.0,14.0,4.0
24266,hortonworks,12.0,17481.0,9.0,1.0
24267,hortonworks,12.0,17485.0,7.0,1.0
24268,hortonworks,12.0,17486.0,20.0,4.0
24269,hortonworks,12.0,17491.0,5.0,2.0
24270,hortonworks,12.0,17492.0,2.0,1.0
24271,hortonworks,12.0,17494.0,5.0,2.0
24272,hortonworks,12.0,17495.0,18.0,8.0
24273,hortonworks,12.0,17499.0,9.0,3.0
24274,hortonworks,12.0,17500.0,3.0,2.0
24275,hortonworks,12.0,17501.0,6.0,1.0
24276,hortonworks,12.0,17503.0,18.0,7.0
24277,hortonworks,12.0,17504.0,29.0,4.0
24278,hortonworks,12.0,17505.0,12.0,4.0
24279,hortonworks,12.0,17509.0,9.0,1.0
24280,hortonworks,12.0,17511.0,4.0,3.0
24281,hortonworks,12.0,17512.0,5.0,4.0
24282,hortonworks,12.0,17515.0,3.0,2.0
24283,hortonworks,12.0,17516.0,10.0,3.0
24284,hortonworks,12.0,17518.0,9.0,3.0
24285,hortonworks,12.0,17520.0,15.0,4.0
24286,hortonworks,12.0,17521.0,10.0,6.0
24287,hortonworks,12.0,17523.0,15.0,10.0
24288,hortonworks,12.0,17531.0,4.0,3.0
24289,hortonworks,12.0,17543.0,4.0,1.0
24290,hortonworks,12.0,17554.0,4.0,2.0
24291,hortonworks,12.0,17558.0,5.0,1.0
24292,hortonworks,12.0,17563.0,37.0,1.0
24293,hortonworks,12.0,17565.0,18.0,4.0
24294,hortonworks,12.0,17567.0,18.0,7.0
24295,hortonworks,12.0,17568.0,41.0,12.0
24296,hortonworks,12.0,17574.0,5.0,2.0
24297,hortonworks,12.0,17577.0,6.0,1.0
24298,hortonworks,12.0,17578.0,6.0,5.0
24299,hortonworks,12.0,17586.0,7.0,1.0
24300,hortonworks,12.0,17588.0,1.0,1.0
24301,hortonworks,12.0,17591.0,2.0,1.0
24302,hortonworks,12.0,17596.0,20.0,15.0
24303,hortonworks,12.0,17597.0,6.0,2.0
24304,hortonworks,12.0,17599.0,7.0,4.0
24305,hortonworks,12.0,17600.0,1.0,1.0
24306,hortonworks,12.0,17601.0,5.0,4.0
24307,hortonworks,12.0,17602.0,7.0,1.0
24308,hortonworks,12.0,17605.0,12.0,8.0
24309,hortonworks,12.0,17607.0,13.0,4.0
24310,hortonworks,12.0,17608.0,48.0,27.0
24311,hortonworks,12.0,17609.0,8.0,1.0
24312,hortonworks,12.0,17610.0,34.0,10.0
24313,hortonworks,12.0,17612.0,6.0,1.0
24314,hortonworks,12.0,17614.0,14.0,5.0
24315,hortonworks,12.0,17615.0,11.0,6.0
24316,hortonworks,12.0,17616.0,1.0,1.0
24317,hortonworks,12.0,17617.0,16.0,10.0
24318,hortonworks,12.0,17619.0,5.0,2.0
24319,hortonworks,12.0,17620.0,39.0,8.0
24320,hortonworks,12.0,17624.0,18.0,1.0
24321,hortonworks,12.0,17626.0,12.0,2.0
24322,hortonworks,12.0,17628.0,21.0,4.0
24323,hortonworks,12.0,17632.0,14.0,6.0
24324,hortonworks,12.0,17634.0,10.0,6.0
24325,hortonworks,12.0,17636.0,1.0,1.0
24326,hortonworks,12.0,17638.0,6.0,3.0
24327,hortonworks,12.0,17639.0,76.0,52.0
24328,hortonworks,12.0,17642.0,18.0,11.0
24329,hortonworks,12.0,17647.0,12.0,3.0
24330,hortonworks,12.0,17655.0,12.0,1.0
24331,hortonworks,12.0,17659.0,24.0,2.0
24332,hortonworks,12.0,17660.0,60.0,3.0
24333,hortonworks,12.0,17661.0,6.0,1.0
24334,hortonworks,12.0,17663.0,13.0,11.0
24335,hortonworks,12.0,17669.0,40.0,9.0
24336,hortonworks,12.0,17672.0,10.0,2.0
24337,hortonworks,12.0,17674.0,2.0,1.0
24338,hortonworks,12.0,17676.0,5.0,4.0
24339,hortonworks,12.0,17680.0,17.0,16.0
24340,hortonworks,12.0,17684.0,3.0,1.0
24341,hortonworks,12.0,17685.0,25.0,1.0
24342,hortonworks,12.0,17686.0,26.0,3.0
24343,hortonworks,12.0,17687.0,11.0,5.0
24344,hortonworks,12.0,17688.0,11.0,8.0
24345,hortonworks,12.0,17690.0,2.0,1.0
24346,hortonworks,12.0,17691.0,2.0,1.0
24347,hortonworks,12.0,17692.0,1.0,1.0
24348,hortonworks,12.0,17693.0,5.0,4.0
24349,hortonworks,12.0,17696.0,3.0,1.0
24350,hortonworks,12.0,17697.0,15.0,2.0
24351,hortonworks,12.0,17699.0,1.0,1.0
24352,hortonworks,12.0,17700.0,6.0,1.0
24353,hortonworks,12.0,17702.0,8.0,5.0
24354,hortonworks,12.0,17707.0,3.0,1.0
24355,hortonworks,12.0,17710.0,3.0,2.0
24356,hortonworks,12.0,17712.0,6.0,4.0
24357,hortonworks,12.0,17715.0,6.0,1.0
24358,hortonworks,12.0,17723.0,6.0,1.0
24359,hortonworks,12.0,17724.0,4.0,2.0
24360,hortonworks,12.0,17725.0,4.0,1.0
24361,hortonworks,12.0,17727.0,7.0,4.0
24362,hortonworks,12.0,17728.0,4.0,2.0
24363,hortonworks,12.0,17733.0,8.0,4.0
24364,hortonworks,12.0,17734.0,5.0,3.0
24365,hortonworks,12.0,17735.0,6.0,1.0
24366,hortonworks,12.0,17737.0,20.0,2.0
24367,hortonworks,12.0,17738.0,7.0,1.0
24368,hortonworks,12.0,17740.0,17.0,7.0
24369,hortonworks,12.0,17743.0,14.0,12.0
24370,hortonworks,12.0,17753.0,8.0,5.0
24371,hortonworks,12.0,17754.0,7.0,7.0
24372,hortonworks,12.0,17757.0,13.0,3.0
24373,hortonworks,12.0,17760.0,17.0,3.0
24374,hortonworks,12.0,17764.0,1.0,1.0
24375,hortonworks,12.0,17766.0,6.0,1.0
24376,hortonworks,12.0,17768.0,17.0,1.0
24377,hortonworks,12.0,17774.0,13.0,1.0
24378,hortonworks,12.0,17776.0,25.0,2.0
24379,hortonworks,12.0,17783.0,5.0,4.0
24380,hortonworks,12.0,17784.0,21.0,1.0
24381,hortonworks,12.0,17793.0,39.0,7.0
24382,hortonworks,12.0,17796.0,46.0,11.0
24383,hortonworks,12.0,17808.0,12.0,1.0
24384,hortonworks,12.0,17809.0,19.0,1.0
24385,hortonworks,12.0,17811.0,21.0,4.0
24386,hortonworks,12.0,17812.0,5.0,1.0
24387,hortonworks,12.0,17814.0,18.0,1.0
24388,hortonworks,12.0,17816.0,53.0,3.0
24389,hortonworks,12.0,17817.0,15.0,4.0
24390,hortonworks,12.0,17834.0,22.0,8.0
24391,hortonworks,12.0,17836.0,25.0,6.0
24392,hortonworks,12.0,17840.0,40.0,12.0
24393,hortonworks,12.0,17841.0,8.0,3.0
24394,hortonworks,12.0,17842.0,11.0,3.0
24395,hortonworks,12.0,17844.0,8.0,1.0
24396,hortonworks,12.0,17845.0,4.0,2.0
24397,hortonworks,12.0,17849.0,52.0,34.0
24398,hortonworks,12.0,17853.0,28.0,7.0
24399,hortonworks,12.0,17854.0,16.0,1.0
24400,hortonworks,12.0,17858.0,31.0,7.0
24401,hortonworks,12.0,17865.0,88.0,16.0
24402,hortonworks,12.0,17870.0,30.0,1.0
24403,hortonworks,12.0,17871.0,6.0,1.0
24404,hortonworks,12.0,17872.0,24.0,8.0
24405,hortonworks,12.0,17873.0,22.0,3.0
24406,hortonworks,12.0,17878.0,7.0,2.0
24407,hortonworks,12.0,17880.0,12.0,7.0
24408,hortonworks,12.0,17881.0,7.0,1.0
24409,hortonworks,12.0,17883.0,15.0,3.0
24410,hortonworks,12.0,17884.0,8.0,3.0
24411,hortonworks,12.0,17885.0,11.0,3.0
24412,hortonworks,12.0,17886.0,10.0,6.0
24413,hortonworks,12.0,17888.0,16.0,3.0
24414,hortonworks,12.0,17889.0,31.0,17.0
24415,hortonworks,12.0,17891.0,5.0,2.0
24416,hortonworks,12.0,17892.0,35.0,8.0
24417,hortonworks,12.0,17895.0,42.0,28.0
24418,hortonworks,12.0,17901.0,9.0,2.0
24419,hortonworks,12.0,17902.0,71.0,16.0
24420,hortonworks,12.0,17905.0,34.0,2.0
24421,hortonworks,12.0,17908.0,1.0,1.0
24422,hortonworks,12.0,17913.0,14.0,5.0
24423,hortonworks,12.0,17915.0,23.0,5.0
24424,hortonworks,12.0,17916.0,13.0,7.0
24425,hortonworks,12.0,17918.0,10.0,6.0
24426,hortonworks,12.0,17919.0,11.0,6.0
24427,hortonworks,12.0,17921.0,12.0,6.0
24428,hortonworks,12.0,17922.0,2.0,2.0
24429,hortonworks,12.0,17923.0,2.0,2.0
24430,hortonworks,12.0,17924.0,4.0,2.0
24431,hortonworks,12.0,17925.0,5.0,3.0
24432,hortonworks,12.0,17926.0,4.0,1.0
24433,hortonworks,12.0,17927.0,2.0,2.0
24434,hortonworks,12.0,17928.0,11.0,6.0
24435,hortonworks,12.0,17929.0,3.0,3.0
24436,hortonworks,12.0,17930.0,3.0,1.0
24437,hortonworks,12.0,17931.0,7.0,7.0
24438,hortonworks,12.0,17932.0,4.0,4.0
24439,hortonworks,12.0,17933.0,3.0,2.0
24440,hortonworks,12.0,17934.0,4.0,4.0
24441,hortonworks,12.0,17935.0,3.0,2.0
24442,hortonworks,12.0,17936.0,6.0,2.0
24443,hortonworks,12.0,17937.0,7.0,6.0
24444,hortonworks,12.0,17938.0,3.0,2.0
24445,hortonworks,12.0,17939.0,5.0,5.0
24446,hortonworks,12.0,17940.0,6.0,5.0
24447,hortonworks,12.0,17941.0,5.0,5.0
24448,hortonworks,12.0,17943.0,4.0,1.0
24449,hortonworks,12.0,17944.0,4.0,1.0
24450,hortonworks,12.0,17945.0,4.0,1.0
24451,hortonworks,12.0,17946.0,7.0,3.0
24452,hortonworks,12.0,17947.0,4.0,4.0
24453,hortonworks,12.0,17948.0,3.0,1.0
24454,hortonworks,12.0,17949.0,5.0,5.0
24455,hortonworks,12.0,17951.0,1.0,1.0
24456,hortonworks,12.0,17952.0,9.0,2.0
24457,hortonworks,12.0,17954.0,8.0,5.0
24458,hortonworks,12.0,17955.0,5.0,5.0
24459,hortonworks,12.0,17956.0,6.0,6.0
24460,hortonworks,12.0,17957.0,4.0,3.0
24461,hortonworks,12.0,17958.0,4.0,3.0
24462,hortonworks,12.0,17959.0,8.0,8.0
24463,hortonworks,12.0,17960.0,4.0,4.0
24464,hortonworks,12.0,17961.0,3.0,1.0
24465,hortonworks,12.0,17962.0,4.0,1.0
24466,hortonworks,12.0,17963.0,6.0,6.0
24467,hortonworks,12.0,17964.0,3.0,1.0
24468,hortonworks,12.0,17965.0,3.0,1.0
24469,hortonworks,12.0,17966.0,1.0,1.0
24470,hortonworks,12.0,17967.0,4.0,4.0
24471,hortonworks,12.0,17968.0,4.0,1.0
24472,hortonworks,12.0,17969.0,4.0,4.0
24473,hortonworks,12.0,17970.0,4.0,4.0
24474,hortonworks,12.0,17971.0,4.0,3.0
24475,hortonworks,12.0,17972.0,9.0,8.0
24476,hortonworks,12.0,17973.0,13.0,5.0
24477,hortonworks,12.0,17974.0,3.0,3.0
24478,hortonworks,12.0,17975.0,3.0,3.0
24479,hortonworks,12.0,17976.0,2.0,2.0
24480,hortonworks,12.0,17977.0,3.0,3.0
24481,hortonworks,12.0,17978.0,5.0,5.0
24482,hortonworks,12.0,17979.0,5.0,1.0
24483,hortonworks,12.0,17980.0,6.0,2.0
24484,hortonworks,12.0,17981.0,3.0,1.0
24485,hortonworks,12.0,17982.0,4.0,3.0
24486,hortonworks,12.0,17983.0,5.0,5.0
24487,hortonworks,12.0,17984.0,15.0,3.0
24488,hortonworks,12.0,17985.0,8.0,2.0
24489,hortonworks,12.0,17987.0,7.0,7.0
24490,hortonworks,12.0,17988.0,7.0,7.0
24491,hortonworks,12.0,17989.0,4.0,2.0
24492,hortonworks,12.0,17990.0,2.0,2.0
24493,hortonworks,12.0,17991.0,5.0,5.0
